Campaign_ID,Campaign_Name,Channel,Region,Customer_Segment,Product_Type,Customers_Targeted,Customers_Responded,Campaign_Cost,Revenue_Generated,Campaign_Start_Date,Campaign_End_Date,Response_Rate, Cost_per_acquisition ,ROI
CMP2164,Insurance Promotion,Social Media,East,Young Professionals,Insurance,10096,955,112990,804110,28-12-2024,31-12-2024,9%, ? 118.31 ,612%
CMP2165,Savings Account Promotion,Push Notification,South,SME Owners,Savings Account,14854,2301,105703,1166607,21-12-2024,28-12-2024,15%, ? 45.94 ,1004%
CMP2166,Insurance Promotion,Social Media,West,Students,Insurance,5701,703,104269,750101,07-07-2024,15-07-2024,12%, ? 148.32 ,619%
CMP2167,Personal Loan Promotion,SMS,South,High Net Worth,Personal Loan,11344,427,109353,135359,23-05-2024,04-06-2024,4%, ? 256.10 ,24%
CMP2168,Investment Plan Promotion,Email,East,Young Professionals,Investment Plan,9367,1333,98683,443889,27-05-2024,05-06-2024,14%, ? 74.03 ,350%
CMP2169,Personal Loan Promotion,Push Notification,West,Young Professionals,Personal Loan,13496,848,104633,245072,29-11-2024,08-12-2024,6%, ? 123.39 ,134%
CMP2170,Personal Loan Promotion,SMS,West,Retail,Personal Loan,9328,1327,102643,1027098,08-03-2024,20-03-2024,14%, ? 77.35 ,901%
CMP2171,Investment Plan Promotion,Push Notification,West,Young Professionals,Investment Plan,4506,549,31549,417240,19-05-2024,31-05-2024,12%, ? 57.47 ,1223%
CMP2172,Savings Account Promotion,Social Media,West,Students,Savings Account,10747,1185,40045,1098495,07-04-2024,19-04-2024,11%, ? 33.79 ,2643%
CMP2173,Personal Loan Promotion,Email,West,Retail,Personal Loan,9067,855,62919,664335,21-08-2024,01-09-2024,9%, ? 73.59 ,956%
CMP2174,Insurance Promotion,Email,South,Students,Insurance,8230,546,67894,292656,10-09-2024,14-09-2024,7%, ? 124.35 ,331%
CMP2175,Savings Account Promotion,Email,West,Students,Savings Account,3299,459,24994,175338,24-09-2024,04-10-2024,14%, ? 54.45 ,602%
CMP2176,Investment Plan Promotion,Social Media,East,High Net Worth,Investment Plan,9489,1502,93805,1476466,04-12-2024,08-12-2024,16%, ? 62.45 ,1474%
CMP2177,Insurance Promotion,Social Media,East,Retail,Insurance,13819,1758,107173,2060376,10-07-2024,16-07-2024,13%, ? 60.96 ,1822%
CMP2178,Personal Loan Promotion,Email,East,High Net Worth,Personal Loan,2277,105,40659,33810,02-09-2024,09-09-2024,5%, ? 387.23 ,-17%
CMP2179,Savings Account Promotion,SMS,East,Students,Savings Account,5122,300,90111,227700,19-01-2024,27-01-2024,6%, ? 300.37 ,153%
CMP2180,Insurance Promotion,Push Notification,West,Retail,Insurance,4131,662,42884,671930,14-05-2024,27-05-2024,16%, ? 64.78 ,1467%
CMP2181,Personal Loan Promotion,Social Media,West,Young Professionals,Personal Loan,13332,763,98015,447118,09-03-2024,18-03-2024,6%, ? 128.46 ,356%
CMP2182,Investment Plan Promotion,Social Media,West,High Net Worth,Investment Plan,11908,1313,56110,769418,02-04-2024,10-04-2024,11%, ? 42.73 ,1271%
CMP2183,Personal Loan Promotion,Push Notification,North,Retail,Personal Loan,6500,924,78232,430584,23-11-2024,05-12-2024,14%, ? 84.67 ,450%
CMP2184,Savings Account Promotion,Social Media,South,Students,Savings Account,2471,347,44054,73911,22-09-2024,30-09-2024,14%, ? 126.96 ,68%
CMP2185,Insurance Promotion,Social Media,East,High Net Worth,Insurance,2363,103,23240,74263,01-05-2024,04-05-2024,4%, ? 225.63 ,220%
CMP2186,Investment Plan Promotion,Social Media,West,Students,Investment Plan,11154,841,20882,814088,24-09-2024,03-10-2024,8%, ? 24.83 ,3799%
CMP2187,Personal Loan Promotion,Push Notification,West,Young Professionals,Personal Loan,6611,371,50825,105364,01-08-2024,12-08-2024,6%, ? 136.99 ,107%
CMP2188,Savings Account Promotion,Email,South,Young Professionals,Savings Account,5203,610,118322,513010,12-01-2024,15-01-2024,12%, ? 193.97 ,334%
CMP2189,Insurance Promotion,Email,South,Young Professionals,Insurance,10521,1249,49063,1044164,02-11-2024,15-11-2024,12%, ? 39.28 ,2028%
CMP2190,Insurance Promotion,Email,North,Retail,Insurance,5518,186,59563,193440,02-01-2024,12-01-2024,3%, ? 320.23 ,225%
CMP2191,Investment Plan Promotion,Email,North,SME Owners,Investment Plan,3674,185,86275,133385,30-07-2024,09-08-2024,5%, ? 466.35 ,55%
CMP2192,Investment Plan Promotion,Email,North,Students,Investment Plan,8947,382,30492,276950,27-08-2024,04-09-2024,4%, ? 79.82 ,808%
CMP2193,Savings Account Promotion,SMS,North,SME Owners,Savings Account,9124,1375,38667,694375,15-06-2024,21-06-2024,15%, ? 28.12 ,1696%
CMP2194,Insurance Promotion,SMS,South,Students,Insurance,8998,947,33440,576723,20-10-2024,28-10-2024,11%, ? 35.31 ,1625%
CMP2195,Personal Loan Promotion,SMS,South,High Net Worth,Personal Loan,9868,998,104523,1038918,24-05-2024,29-05-2024,10%, ? 104.73 ,894%
CMP2196,Savings Account Promotion,Email,North,Students,Savings Account,10433,411,83753,131109,18-07-2024,25-07-2024,4%, ? 203.78 ,57%
CMP2197,Savings Account Promotion,Push Notification,West,High Net Worth,Savings Account,7367,419,58968,243439,08-02-2024,18-02-2024,6%, ? 140.74 ,313%
CMP2198,Personal Loan Promotion,Push Notification,South,High Net Worth,Personal Loan,10992,1037,44503,965447,08-11-2024,14-11-2024,9%, ? 42.92 ,2069%
CMP2199,Investment Plan Promotion,Push Notification,West,High Net Worth,Investment Plan,8495,1332,62281,642024,14-03-2024,25-03-2024,16%, ? 46.76 ,931%
CMP2200,Investment Plan Promotion,Social Media,East,SME Owners,Investment Plan,9347,810,66825,804330,25-01-2024,07-02-2024,9%, ? 82.50 ,1104%
CMP2201,Savings Account Promotion,SMS,North,SME Owners,Savings Account,4838,171,61139,73701,08-12-2024,17-12-2024,4%, ? 357.54 ,21%
CMP2202,Personal Loan Promotion,Social Media,West,Students,Personal Loan,14576,2282,98353,2021852,16-08-2024,20-08-2024,16%, ? 43.10 ,1956%
CMP2203,Investment Plan Promotion,Social Media,North,Retail,Investment Plan,10787,1050,49553,1004850,19-04-2024,29-04-2024,10%, ? 47.19 ,1928%
CMP2204,Insurance Promotion,SMS,East,Students,Insurance,8727,401,52427,203708,08-12-2024,14-12-2024,5%, ? 130.74 ,289%
CMP2205,Savings Account Promotion,Email,West,SME Owners,Savings Account,10368,1813,72409,756021,12-06-2024,15-06-2024,17%, ? 39.94 ,944%
CMP2206,Investment Plan Promotion,Email,West,Students,Investment Plan,2942,213,101731,51333,28-07-2024,04-08-2024,7%, ? 477.61 ,-50%
CMP2207,Savings Account Promotion,SMS,North,High Net Worth,Savings Account,6957,711,66330,361899,26-07-2024,29-07-2024,10%, ? 93.29 ,446%
CMP2208,Insurance Promotion,SMS,West,High Net Worth,Insurance,12379,2088,66900,2303064,18-01-2024,29-01-2024,17%, ? 32.04 ,3343%
CMP2209,Insurance Promotion,Push Notification,South,Young Professionals,Insurance,2004,109,47829,23108,04-12-2024,09-12-2024,5%, ? 438.80 ,-52%
CMP2210,Credit Card Promotion,Push Notification,South,Students,Credit Card,8233,883,67801,396467,11-09-2024,15-09-2024,11%, ? 76.78 ,485%
CMP2211,Investment Plan Promotion,Push Notification,South,High Net Worth,Investment Plan,13210,1869,108657,1472772,14-09-2024,21-09-2024,14%, ? 58.14 ,1255%
CMP2212,Savings Account Promotion,Social Media,East,High Net Worth,Savings Account,8022,1362,72311,548886,16-01-2024,25-01-2024,17%, ? 53.09 ,659%
CMP2213,Personal Loan Promotion,Push Notification,South,Retail,Personal Loan,10445,1514,79935,1486748,05-01-2024,18-01-2024,14%, ? 52.80 ,1760%
CMP2214,Insurance Promotion,SMS,East,Retail,Insurance,13593,1874,41672,1671608,26-06-2024,08-07-2024,14%, ? 22.24 ,3911%
CMP2215,Insurance Promotion,Push Notification,East,High Net Worth,Insurance,2759,458,49087,253732,11-09-2024,17-09-2024,17%, ? 107.18 ,417%
CMP2216,Personal Loan Promotion,SMS,East,Retail,Personal Loan,3876,333,115107,69930,17-04-2024,29-04-2024,9%, ? 345.67 ,-39%
CMP2217,Credit Card Promotion,Email,North,Young Professionals,Credit Card,13196,475,107892,330125,24-08-2024,27-08-2024,4%, ? 227.14 ,206%
CMP2218,Insurance Promotion,Social Media,East,Young Professionals,Insurance,6314,991,71660,854242,02-05-2024,08-05-2024,16%, ? 72.31 ,1092%
CMP2219,Personal Loan Promotion,Email,South,Retail,Personal Loan,6711,770,76116,826210,26-10-2024,07-11-2024,11%, ? 98.85 ,985%
CMP2220,Savings Account Promotion,Email,West,Young Professionals,Savings Account,6452,485,75648,451535,09-01-2024,16-01-2024,8%, ? 155.98 ,497%
CMP2221,Savings Account Promotion,Push Notification,East,SME Owners,Savings Account,13189,1651,24379,843661,08-04-2024,15-04-2024,13%, ? 14.77 ,3361%
CMP2222,Credit Card Promotion,Push Notification,North,Students,Credit Card,12721,2166,103788,1763124,15-04-2024,27-04-2024,17%, ? 47.92 ,1599%
CMP2223,Insurance Promotion,SMS,North,Students,Insurance,4637,208,119508,154752,11-03-2024,21-03-2024,4%, ? 574.56 ,29%
CMP2224,Personal Loan Promotion,Email,West,Young Professionals,Personal Loan,3223,543,108370,426255,19-06-2024,30-06-2024,17%, ? 199.58 ,293%
CMP2225,Credit Card Promotion,Social Media,West,Retail,Credit Card,2654,373,75044,156660,23-03-2024,31-03-2024,14%, ? 201.19 ,109%
CMP2226,Personal Loan Promotion,SMS,West,SME Owners,Personal Loan,6402,387,46627,410994,01-12-2024,11-12-2024,6%, ? 120.48 ,781%
CMP2227,Credit Card Promotion,Email,South,SME Owners,Credit Card,9448,857,23681,530483,10-04-2024,15-04-2024,9%, ? 27.63 ,2140%
CMP2228,Savings Account Promotion,SMS,West,SME Owners,Savings Account,2572,405,25629,106110,30-04-2024,09-05-2024,16%, ? 63.28 ,314%
CMP2229,Investment Plan Promotion,Social Media,South,Retail,Investment Plan,10417,1494,94499,1583640,11-09-2024,15-09-2024,14%, ? 63.25 ,1576%
CMP2230,Savings Account Promotion,Email,East,SME Owners,Savings Account,13291,853,92267,705431,09-03-2024,13-03-2024,6%, ? 108.17 ,665%
CMP2231,Personal Loan Promotion,SMS,East,Retail,Personal Loan,4793,409,88447,379961,29-09-2024,12-10-2024,9%, ? 216.25 ,330%
CMP2232,Savings Account Promotion,Email,South,SME Owners,Savings Account,6951,816,41673,780912,30-03-2024,02-04-2024,12%, ? 51.07 ,1774%
CMP2233,Investment Plan Promotion,Email,South,Students,Investment Plan,7565,981,119477,324711,28-02-2024,10-03-2024,13%, ? 121.79 ,172%
CMP2234,Credit Card Promotion,Email,West,Young Professionals,Credit Card,2835,299,97360,200629,19-08-2024,28-08-2024,11%, ? 325.62 ,106%
CMP2235,Personal Loan Promotion,Email,West,High Net Worth,Personal Loan,4429,158,88143,39500,25-10-2024,29-10-2024,4%, ? 557.87 ,-55%
CMP2236,Personal Loan Promotion,Social Media,North,Young Professionals,Personal Loan,6022,1002,51099,674346,20-03-2024,31-03-2024,17%, ? 51.00 ,1220%
CMP2237,Savings Account Promotion,Push Notification,North,High Net Worth,Savings Account,13630,1875,109626,1220625,13-07-2024,21-07-2024,14%, ? 58.47 ,1013%
CMP2238,Personal Loan Promotion,Email,North,Students,Personal Loan,8997,1435,78097,1007370,03-05-2024,06-05-2024,16%, ? 54.42 ,1190%
CMP2239,Personal Loan Promotion,Email,South,SME Owners,Personal Loan,10779,1212,103767,1099284,16-12-2024,28-12-2024,11%, ? 85.62 ,959%
CMP2240,Personal Loan Promotion,Social Media,East,SME Owners,Personal Loan,14118,759,64115,308154,30-05-2024,06-06-2024,5%, ? 84.47 ,381%
CMP2241,Personal Loan Promotion,Email,West,Students,Personal Loan,9060,667,88593,157412,28-11-2024,03-12-2024,7%, ? 132.82 ,78%
CMP2242,Insurance Promotion,Social Media,North,SME Owners,Insurance,10605,1296,75501,338256,21-12-2024,27-12-2024,12%, ? 58.26 ,348%
CMP2243,Investment Plan Promotion,Social Media,West,Young Professionals,Investment Plan,10210,1028,35366,986880,26-04-2024,02-05-2024,10%, ? 34.40 ,2690%
CMP2244,Insurance Promotion,SMS,East,Students,Insurance,9674,1654,59236,420116,22-09-2024,04-10-2024,17%, ? 35.81 ,609%
CMP2245,Investment Plan Promotion,Social Media,South,Retail,Investment Plan,14236,539,64921,319627,10-01-2024,18-01-2024,4%, ? 120.45 ,392%
CMP2246,Savings Account Promotion,SMS,West,Students,Savings Account,10154,1802,39122,1088408,11-07-2024,14-07-2024,18%, ? 21.71 ,2682%
CMP2247,Investment Plan Promotion,Social Media,West,Retail,Investment Plan,14006,1756,106064,1713856,24-05-2024,31-05-2024,13%, ? 60.40 ,1516%
CMP2248,Investment Plan Promotion,Push Notification,South,Retail,Investment Plan,5129,257,55294,261883,22-10-2024,30-10-2024,5%, ? 215.15 ,374%
CMP2249,Credit Card Promotion,Social Media,South,Students,Credit Card,9338,318,84817,277296,20-05-2024,30-05-2024,3%, ? 266.72 ,227%
CMP2250,Insurance Promotion,Push Notification,South,High Net Worth,Insurance,8752,1008,23626,1153152,18-10-2024,30-10-2024,12%, ? 23.44 ,4781%
CMP2251,Insurance Promotion,SMS,East,Students,Insurance,13529,1440,111960,1578240,11-03-2024,23-03-2024,11%, ? 77.75 ,1310%
CMP2252,Investment Plan Promotion,Social Media,North,Retail,Investment Plan,12458,1523,89711,1558029,25-08-2024,03-09-2024,12%, ? 58.90 ,1637%
CMP2253,Personal Loan Promotion,Email,North,Young Professionals,Personal Loan,5443,532,53461,119168,04-06-2024,11-06-2024,10%, ? 100.49 ,123%
CMP2254,Insurance Promotion,Email,South,Retail,Insurance,3812,445,99557,113920,02-04-2024,07-04-2024,12%, ? 223.72 ,14%
CMP2255,Investment Plan Promotion,SMS,North,Retail,Investment Plan,3407,464,67340,271904,03-10-2024,08-10-2024,14%, ? 145.13 ,304%
CMP2256,Investment Plan Promotion,Push Notification,West,High Net Worth,Investment Plan,2551,135,98462,58860,24-02-2024,01-03-2024,5%, ? 729.35 ,-40%
CMP2257,Personal Loan Promotion,Social Media,North,Students,Personal Loan,7555,357,114049,421260,02-07-2024,11-07-2024,5%, ? 319.46 ,269%
CMP2258,Insurance Promotion,Email,North,Young Professionals,Insurance,8102,720,77716,843840,27-03-2024,07-04-2024,9%, ? 107.94 ,986%
CMP2259,Savings Account Promotion,Email,West,Retail,Savings Account,2848,352,96050,144320,27-04-2024,09-05-2024,12%, ? 272.87 ,50%
CMP2260,Investment Plan Promotion,Push Notification,East,Retail,Investment Plan,2314,256,45616,123392,14-09-2024,20-09-2024,11%, ? 178.19 ,171%
CMP2261,Savings Account Promotion,Social Media,North,Retail,Savings Account,11744,727,107505,415844,02-09-2024,15-09-2024,6%, ? 147.87 ,287%
CMP2262,Credit Card Promotion,Email,South,High Net Worth,Credit Card,10134,1114,44099,694022,15-07-2024,21-07-2024,11%, ? 39.59 ,1474%
CMP2263,Insurance Promotion,Email,South,High Net Worth,Insurance,4775,185,71012,63825,26-02-2024,02-03-2024,4%, ? 383.85 ,-10%
CMP2264,Personal Loan Promotion,SMS,South,High Net Worth,Personal Loan,10971,548,57661,297564,21-07-2024,26-07-2024,5%, ? 105.22 ,416%
CMP2265,Investment Plan Promotion,SMS,West,Retail,Investment Plan,7398,648,39790,315576,08-09-2024,19-09-2024,9%, ? 61.40 ,693%
CMP2266,Credit Card Promotion,Social Media,West,SME Owners,Credit Card,12139,1245,54812,769410,01-08-2024,14-08-2024,10%, ? 44.03 ,1304%
CMP2267,Insurance Promotion,SMS,South,High Net Worth,Insurance,9378,756,85171,393120,31-07-2024,03-08-2024,8%, ? 112.66 ,362%
CMP2268,Investment Plan Promotion,Social Media,South,High Net Worth,Investment Plan,8784,574,108442,588924,05-04-2024,14-04-2024,7%, ? 188.92 ,443%
CMP2269,Investment Plan Promotion,Push Notification,East,Students,Investment Plan,4939,528,62863,602448,27-01-2024,31-01-2024,11%, ? 119.06 ,858%
CMP2270,Insurance Promotion,Social Media,East,SME Owners,Insurance,2678,430,49777,269610,12-03-2024,20-03-2024,16%, ? 115.76 ,442%
CMP2271,Investment Plan Promotion,Social Media,South,High Net Worth,Investment Plan,3502,482,36198,545142,07-02-2024,20-02-2024,14%, ? 75.10 ,1406%
CMP2272,Savings Account Promotion,SMS,West,High Net Worth,Savings Account,8654,1014,51213,404586,11-09-2024,16-09-2024,12%, ? 50.51 ,690%
CMP2273,Insurance Promotion,Social Media,West,SME Owners,Insurance,4594,517,58285,481327,06-06-2024,12-06-2024,11%, ? 112.74 ,726%
CMP2274,Investment Plan Promotion,Email,North,Students,Investment Plan,8310,1454,100280,888394,22-07-2024,26-07-2024,17%, ? 68.97 ,786%
CMP2275,Credit Card Promotion,Email,South,Students,Credit Card,8378,468,96958,223704,30-10-2024,05-11-2024,6%, ? 207.18 ,131%
CMP2276,Savings Account Promotion,Social Media,South,Young Professionals,Savings Account,12917,593,44014,170191,04-08-2024,07-08-2024,5%, ? 74.22 ,287%
CMP2277,Investment Plan Promotion,Email,East,High Net Worth,Investment Plan,11350,877,116395,716509,12-05-2024,16-05-2024,8%, ? 132.72 ,516%
CMP2278,Insurance Promotion,SMS,North,Retail,Insurance,13049,997,106923,1066790,25-05-2024,29-05-2024,8%, ? 107.24 ,898%
CMP2279,Savings Account Promotion,Social Media,South,Young Professionals,Savings Account,14873,1611,33419,517131,17-01-2024,23-01-2024,11%, ? 20.74 ,1447%
CMP2280,Savings Account Promotion,Social Media,South,Young Professionals,Savings Account,12566,1661,70654,749111,28-04-2024,02-05-2024,13%, ? 42.54 ,960%
CMP2281,Insurance Promotion,Social Media,North,High Net Worth,Insurance,2709,281,48716,144153,27-06-2024,01-07-2024,10%, ? 173.37 ,196%
CMP2282,Insurance Promotion,SMS,North,Students,Insurance,4603,612,40805,544068,22-12-2024,26-12-2024,13%, ? 66.67 ,1233%
CMP2283,Credit Card Promotion,SMS,West,High Net Worth,Credit Card,8082,1379,109941,376467,20-02-2024,25-02-2024,17%, ? 79.73 ,242%
CMP2284,Insurance Promotion,Social Media,North,High Net Worth,Insurance,2508,150,78031,128400,07-01-2024,17-01-2024,6%, ? 520.21 ,65%
CMP2285,Savings Account Promotion,Email,North,Students,Savings Account,14097,688,26743,500864,21-02-2024,29-02-2024,5%, ? 38.87 ,1773%
CMP2286,Personal Loan Promotion,Push Notification,West,Retail,Personal Loan,9890,906,112105,1000224,06-08-2024,11-08-2024,9%, ? 123.74 ,792%
CMP2287,Savings Account Promotion,Email,West,Retail,Savings Account,14564,1290,89123,452790,15-09-2024,21-09-2024,9%, ? 69.09 ,408%
CMP2288,Investment Plan Promotion,Email,East,High Net Worth,Investment Plan,9160,691,118991,351719,17-10-2024,27-10-2024,8%, ? 172.20 ,196%
CMP2289,Personal Loan Promotion,SMS,East,High Net Worth,Personal Loan,8763,831,88931,841803,29-11-2024,12-12-2024,9%, ? 107.02 ,847%
CMP2290,Insurance Promotion,SMS,North,SME Owners,Insurance,7904,453,74512,250962,02-12-2024,13-12-2024,6%, ? 164.49 ,237%
CMP2291,Savings Account Promotion,Email,South,SME Owners,Savings Account,4817,151,32467,40015,03-11-2024,16-11-2024,3%, ? 215.01 ,23%
CMP2292,Savings Account Promotion,Push Notification,South,Young Professionals,Savings Account,14282,2069,95118,633114,18-11-2024,23-11-2024,14%, ? 45.97 ,566%
CMP2293,Credit Card Promotion,Email,West,High Net Worth,Credit Card,13707,1328,83044,375824,12-04-2024,21-04-2024,10%, ? 62.53 ,353%
CMP2294,Insurance Promotion,Push Notification,East,Retail,Insurance,3036,193,77836,90131,13-01-2024,23-01-2024,6%, ? 403.30 ,16%
CMP2295,Insurance Promotion,Push Notification,South,Young Professionals,Insurance,7065,377,23407,316303,21-06-2024,26-06-2024,5%, ? 62.09 ,1251%
CMP2296,Investment Plan Promotion,SMS,West,SME Owners,Investment Plan,6354,439,95645,455682,26-04-2024,06-05-2024,7%, ? 217.87 ,376%
CMP2297,Credit Card Promotion,SMS,South,Young Professionals,Credit Card,12121,1512,63169,1176336,18-07-2024,31-07-2024,12%, ? 41.78 ,1762%
CMP2298,Investment Plan Promotion,Social Media,West,Students,Investment Plan,6934,516,119397,520128,20-01-2024,31-01-2024,7%, ? 231.39 ,336%
CMP2299,Insurance Promotion,Email,North,SME Owners,Insurance,4785,328,80102,246000,24-05-2024,06-06-2024,7%, ? 244.21 ,207%
CMP2300,Savings Account Promotion,Social Media,East,Young Professionals,Savings Account,12565,1710,74362,1622790,10-03-2024,18-03-2024,14%, ? 43.49 ,2082%
CMP2301,Personal Loan Promotion,Social Media,North,Students,Personal Loan,4689,773,103795,618400,30-11-2024,03-12-2024,16%, ? 134.28 ,496%
CMP2302,Personal Loan Promotion,Social Media,West,High Net Worth,Personal Loan,5932,622,44624,156122,15-10-2024,23-10-2024,10%, ? 71.74 ,250%
CMP2303,Personal Loan Promotion,Push Notification,North,Young Professionals,Personal Loan,9406,637,88369,232505,19-10-2024,24-10-2024,7%, ? 138.73 ,163%
CMP2304,Credit Card Promotion,Social Media,South,Retail,Credit Card,14766,1099,50286,968219,02-05-2024,06-05-2024,7%, ? 45.76 ,1825%
CMP2305,Personal Loan Promotion,Email,South,High Net Worth,Personal Loan,10278,560,37205,311920,11-06-2024,15-06-2024,5%, ? 66.44 ,738%
CMP2306,Credit Card Promotion,Social Media,North,Students,Credit Card,13931,1513,38316,1331440,10-11-2024,17-11-2024,11%, ? 25.32 ,3375%
CMP2307,Credit Card Promotion,Social Media,West,SME Owners,Credit Card,5446,519,104627,514329,07-07-2024,20-07-2024,10%, ? 201.59 ,392%
CMP2308,Personal Loan Promotion,Social Media,South,High Net Worth,Personal Loan,5933,278,119226,311638,07-05-2024,16-05-2024,5%, ? 428.87 ,161%
CMP2309,Insurance Promotion,SMS,East,High Net Worth,Insurance,11774,812,96325,529424,13-08-2024,20-08-2024,7%, ? 118.63 ,450%
CMP2310,Investment Plan Promotion,SMS,North,SME Owners,Investment Plan,8030,787,67663,432850,26-05-2024,06-06-2024,10%, ? 85.98 ,540%
CMP2311,Credit Card Promotion,Email,East,Young Professionals,Credit Card,9743,694,57500,262332,08-02-2024,14-02-2024,7%, ? 82.85 ,356%
CMP2312,Savings Account Promotion,Social Media,South,High Net Worth,Savings Account,9170,1360,97852,776560,11-01-2024,14-01-2024,15%, ? 71.95 ,694%
CMP2313,Credit Card Promotion,Email,West,Retail,Credit Card,3893,523,84922,623416,21-01-2024,30-01-2024,13%, ? 162.37 ,634%
CMP2314,Credit Card Promotion,Push Notification,East,Students,Credit Card,8878,729,56929,584658,12-06-2024,25-06-2024,8%, ? 78.09 ,927%
CMP2315,Personal Loan Promotion,Email,East,SME Owners,Personal Loan,6433,1041,45022,843210,17-10-2024,26-10-2024,16%, ? 43.25 ,1773%
CMP2316,Insurance Promotion,Push Notification,North,Students,Insurance,4944,824,76805,655080,09-07-2024,14-07-2024,17%, ? 93.21 ,753%
CMP2317,Investment Plan Promotion,Email,South,Young Professionals,Investment Plan,14161,2180,114699,1543440,09-03-2024,20-03-2024,15%, ? 52.61 ,1246%
CMP2318,Personal Loan Promotion,Push Notification,North,Retail,Personal Loan,14193,1424,68542,297616,23-04-2024,29-04-2024,10%, ? 48.13 ,334%
CMP2319,Insurance Promotion,Social Media,East,SME Owners,Insurance,2501,424,39950,439688,25-06-2024,30-06-2024,17%, ? 94.22 ,1001%
CMP2320,Savings Account Promotion,SMS,North,Students,Savings Account,2969,383,91356,451940,11-12-2024,19-12-2024,13%, ? 238.53 ,395%
CMP2321,Investment Plan Promotion,Social Media,East,Young Professionals,Investment Plan,4302,302,35620,291430,27-09-2024,10-10-2024,7%, ? 117.95 ,718%
CMP2322,Insurance Promotion,Social Media,North,Students,Insurance,8799,316,77602,362452,16-02-2024,26-02-2024,4%, ? 245.58 ,367%
CMP2323,Personal Loan Promotion,Email,East,Young Professionals,Personal Loan,10399,1028,36532,1061924,03-06-2024,11-06-2024,10%, ? 35.54 ,2807%
CMP2324,Credit Card Promotion,Social Media,West,Young Professionals,Credit Card,13353,890,44570,495730,22-06-2024,03-07-2024,7%, ? 50.08 ,1012%
CMP2325,Personal Loan Promotion,Push Notification,South,SME Owners,Personal Loan,6551,435,32916,173130,15-11-2024,23-11-2024,7%, ? 75.67 ,426%
CMP2326,Investment Plan Promotion,SMS,West,Students,Investment Plan,10391,1731,71134,1821012,04-09-2024,10-09-2024,17%, ? 41.09 ,2460%
CMP2327,Personal Loan Promotion,Social Media,West,High Net Worth,Personal Loan,4311,674,78865,301952,02-04-2024,13-04-2024,16%, ? 117.01 ,283%
CMP2328,Investment Plan Promotion,SMS,South,High Net Worth,Investment Plan,13534,1794,45993,1786824,20-03-2024,26-03-2024,13%, ? 25.64 ,3785%
CMP2329,Investment Plan Promotion,SMS,South,Students,Investment Plan,9532,549,69990,332694,19-08-2024,27-08-2024,6%, ? 127.49 ,375%
CMP2330,Investment Plan Promotion,SMS,West,Young Professionals,Investment Plan,6507,302,32446,64326,12-08-2024,23-08-2024,5%, ? 107.44 ,98%
CMP2331,Investment Plan Promotion,SMS,East,Retail,Investment Plan,7192,522,73463,611784,30-03-2024,04-04-2024,7%, ? 140.73 ,733%
CMP2332,Personal Loan Promotion,Email,South,Students,Personal Loan,3840,475,47867,493525,02-08-2024,09-08-2024,12%, ? 100.77 ,931%
CMP2333,Insurance Promotion,Email,East,SME Owners,Insurance,8697,529,32963,567088,09-10-2024,21-10-2024,6%, ? 62.31 ,1620%
CMP2334,Personal Loan Promotion,Social Media,West,Students,Personal Loan,5885,446,117352,483464,08-05-2024,17-05-2024,8%, ? 263.12 ,312%
CMP2335,Personal Loan Promotion,SMS,North,Young Professionals,Personal Loan,8985,960,57528,857280,04-05-2024,09-05-2024,11%, ? 59.93 ,1390%
CMP2336,Investment Plan Promotion,Email,East,High Net Worth,Investment Plan,10828,848,53332,658896,09-11-2024,21-11-2024,8%, ? 62.89 ,1135%
CMP2337,Credit Card Promotion,SMS,South,Young Professionals,Credit Card,5670,858,65717,861432,12-04-2024,22-04-2024,15%, ? 76.59 ,1211%
CMP2338,Personal Loan Promotion,Social Media,North,SME Owners,Personal Loan,11583,868,32224,354144,07-09-2024,10-09-2024,7%, ? 37.12 ,999%
CMP2339,Insurance Promotion,Push Notification,East,Young Professionals,Insurance,14915,2581,97928,1791214,15-09-2024,24-09-2024,17%, ? 37.94 ,1729%
CMP2340,Personal Loan Promotion,Push Notification,West,Young Professionals,Personal Loan,11546,723,66015,499593,27-10-2024,08-11-2024,6%, ? 91.31 ,657%
CMP2341,Insurance Promotion,SMS,South,Retail,Insurance,4892,302,79902,198414,04-02-2024,14-02-2024,6%, ? 264.58 ,148%
CMP2342,Personal Loan Promotion,Email,East,SME Owners,Personal Loan,8683,550,48647,118250,28-02-2024,02-03-2024,6%, ? 88.45 ,143%
CMP2343,Personal Loan Promotion,SMS,South,Retail,Personal Loan,3294,436,112864,456056,05-08-2024,10-08-2024,13%, ? 258.86 ,304%
CMP2344,Insurance Promotion,Push Notification,West,Students,Insurance,3603,350,84994,208600,15-03-2024,19-03-2024,10%, ? 242.84 ,145%
CMP2345,Credit Card Promotion,SMS,West,SME Owners,Credit Card,11697,868,101110,1012088,10-11-2024,19-11-2024,7%, ? 116.49 ,901%
CMP2346,Investment Plan Promotion,Push Notification,East,SME Owners,Investment Plan,14546,1001,31801,360360,22-12-2024,26-12-2024,7%, ? 31.77 ,1033%
CMP2347,Insurance Promotion,Email,North,SME Owners,Insurance,8014,443,38051,210425,26-04-2024,02-05-2024,6%, ? 85.89 ,453%
